Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#2890 817,13-Oct-20,Tuesday,22,Visa,PIN,£225,ATM,Fashion,USA,USA,USA,M,30.5,Barclays,0
#2903 011,13-Oct-20,Tuesday,12,MasterCard,PIN,£20,ATM,Entertainment,USA,USA,USA,M,36,Barclays,0
#3083 165,14-Oct-20,Wednesday,8,Visa,PIN,£12,ATM,Fashion,USA,USA,United Kingdom,M,55.2,Barclays,1
#3538 974,13-Oct-20,Tuesday,15,Visa,PIN,£5,ATM,Food,USA,USA,United Kingdom,F,40.4,RBS,0
#3636 877,14-Oct-20,Wednesday,15,MasterCard,PIN,£208,ATM,Food,USA,USA,United Kingdom,F,36.8,Barlcays,0
#3252 916,13-Oct-20,Tuesday,13,MasterCard,PIN,£27,ATM,Fashion,USA,USA,United Kingdom,F,63.2,Barclays,1
#3242 042,13-Oct-20,Tuesday,11,Visa,PIN,£12,ATM,Subscription,USA,United Kingdom,USA,F,32.2,HSBC,0
#3075 073,13-Oct-20,Tuesday,12,Visa,PIN,£138,ATM,Food,USA,USA,United Kingdom,F,52.6,Lloyds,0
#3297 438,13-Oct-20,Tuesday,18,MasterCard,PIN,£289,ATM,Products,USA,USA,USA,M,41.7,HSBC,0
#3441 758,14-Oct-20,Wednesday,16,Visa,PIN,£233,ATM,Restaurant,USA,USA,USA,M,45.9,Metro,0
#2585 352,13-Oct-20,Tuesday,3,MasterCard,PIN,£24,ATM,Subscription,USA,USA,United Kingdom,M,47.2,Barclays,1
#3208 632,13-Oct-20,Tuesday,8,Visa,PIN,£173,ATM,Gaming,USA,USA,USA,M,44,Barclays,0
#3469 342,14-Oct-20,Wednesday,12,MasterCard,PIN,£21,ATM,Restaurant,USA,USA,USA,F,59,Barlcays,0
#2814 985,13-Oct-20,Tuesday,23,Visa,PIN,£119,ATM,Subscription,USA,USA,USA,M,53.7,RBS,0
#3365 066,13-Oct-20,Tuesday,22,MasterCard,PIN,£29,ATM,Children,USA,United Kingdom,USA,M,76.8,Barclays,0
#3200 491,13-Oct-20,Tuesday,14,Visa,PIN,£133,ATM,Children,USA,USA,USA,F,59.4,Monzo,0
#3647 843,13-Oct-20,Tuesday,22,MasterCard,PIN,£23,ATM,Food,USA,USA,United Kingdom,M,40.7,Barlcays,0
#3103 703,13-Oct-20,Tuesday,12,Visa,PIN,£81,ATM,Restaurant,USA,USA,United Kingdom,M,42,Metro,0
#3013 991,14-Oct-20,Wednesday,13,Visa,PIN,£99,ATM,Children,USA,USA,USA,M,45.7,Lloyds,0
#3459 106,13-Oct-20,Tuesday,7,Visa,PIN,£24,ATM,Services,USA,USA,USA,F,45.8,Metro,0
#3237 105,13-Oct-20,Tuesday,3,Visa,PIN,£374,ATM,Electronics,USA,USA,United Kingdom,M,52.6,Barclays,1
#3182 547,13-Oct-20,Tuesday,20,Visa,PIN,£323,ATM,Electronics,USA,USA,United Kingdom,F,31,Barclays,0
#2821 525,14-Oct-20,Wednesday,23,Visa,PIN,£6,ATM,Electronics,USA,USA,USA,F,48.5,RBS,0
#2584 454,13-Oct-20,Tuesday,14,Visa,PIN,£10,ATM,Electronics,USA,USA,USA,M,49,Halifax,0
#3060 542,14-Oct-20,Wednesday,5,Visa,PIN,£253,ATM,Children,USA,USA,United Kingdom,F,54.3,Metro,1
#2594 887,14-Oct-20,Wednesday,9,Visa,PIN,£25,ATM,Restaurant,USA,USA,USA,F,51.4,Barclays,0
#2768 172,13-Oct-20,Tuesday,12,Visa,PIN,£24,ATM,Food,USA,USA,United Kingdom,F,33,Halifax,0
#3055 358,14-Oct-20,Wednesday,12,Visa,PIN,£11,ATM,Subscription,USA,USA,USA,F,27.8,Barclays,0
#2559 511,13-Oct-20,Tuesday,0,Visa,PIN,£27,ATM,Entertainment,USA,USA,United Kingdom,F,47.2,Metro,1
#3285 091,14-Oct-20,Wednesday,13,MasterCard,PIN,£25,ATM,Products,USA,USA,United Kingdom,F,54.8,Metro,0
#3012 585,13-Oct-20,Tuesday,11,Visa,PIN,£23,ATM,Gaming,USA,USA,USA,F,46.3,Barclays,0
#3472 010,14-Oct-20,Wednesday,19,Visa,PIN,£282,ATM,Food,USA,USA,United Kingdom,M,43.6,Halifax,0
#3283 164,14-Oct-20,Wednesday,12,MasterCard,PIN,£71,ATM,Subscription,USA,USA,USA,F,45.6,Barlcays,0
#3285 455,14-Oct-20,Wednesday,9,Visa,PIN,£19,ATM,Fashion,USA,USA,USA,M,29.7,Barclays,0
#3685 651,14-Oct-20,Wednesday,8,MasterCard,PIN,£325,ATM,Products,USA,USA,USA,F,54.1,Metro,0
#3642 561,13-Oct-20,Tuesday,20,MasterCard,PIN,£384,ATM,Electronics,USA,USA,USA,M,51.8,Metro,0
#3312 720,13-Oct-20,Tuesday,23,Visa,PIN,£11,ATM,Fashion,USA,USA,United Kingdom,M,39.7,RBS,1
#2750 907,13-Oct-20,Tuesday,7,Visa,PIN,£135,ATM,Entertainment,USA,USA,United Kingdom,M,44.1,RBS,0
#2869 039,14-Oct-20,Wednesday,11,Visa,PIN,£376,ATM,Services,USA,USA,USA,F,48.9,Metro,0
#3394 726,14-Oct-20,Wednesday,20,Visa,PIN,£18,ATM,Services,USA,USA,USA,F,22.7,Monzo,0
#3685 223,14-Oct-20,Wednesday,10,Visa,PIN,£309,ATM,Food,USA,United Kingdom,USA,F,44.1,Halifax,0
#3490 165,13-Oct-20,Tuesday,7,MasterCard,PIN,£362,ATM,Fashion,USA,USA,United Kingdom,F,60.1,Monzo,0
#3024 919,14-Oct-20,Wednesday,11,Visa,PIN,£211,ATM,Children,USA,USA,United Kingdom,F,43.9,HSBC,1
#2678 821,14-Oct-20,Wednesday,4,Visa,PIN,£23,ATM,Restaurant,USA,USA,United Kingdom,M,39,Monzo,1
#3009 839,14-Oct-20,Wednesday,18,MasterCard,PIN,£20,ATM,Entertainment,USA,USA,USA,M,44.6,Monzo,0
#2811 186,13-Oct-20,Tuesday,11,MasterCard,PIN,£351,ATM,Children,USA,USA,USA,M,50.8,Barclays,0
#3196 381,14-Oct-20,Wednesday,15,Visa,PIN,£6,ATM,Restaurant,USA,USA,USA,M,36.4,Monzo,0
#3037 009,13-Oct-20,Tuesday,11,Visa,PIN,£323,ATM,Fashion,USA,USA,USA,F,57.8,Metro,0
#3171 488,14-Oct-20,Wednesday,17,Visa,PIN,£22,ATM,Subscription,USA,USA,USA,F,42,RBS,0
#3419 378,14-Oct-20,Wednesday,3,MasterCard,PIN,£28,ATM,Subscription,USA,USA,United Kingdom,M,67.2,Metro,1
#3116 824,14-Oct-20,Wednesday,15,MasterCard,PIN,£20,ATM,Gaming,USA,USA,USA,M,47.1,Barclays,0
#2786 616,13-Oct-20,Tuesday,23,Visa,PIN,£114,ATM,Services,USA,USA,United Kingdom,F,42.8,Barclays,0
#3214 266,13-Oct-20,Tuesday,22,MasterCard,PIN,£26,ATM,Restaurant,USA,USA,United Kingdom,M,37.7,HSBC,0
#2855 915,14-Oct-20,Wednesday,10,Visa,PIN,£13,ATM,Products,USA,USA,USA,M,22,Barclays,0
#2917 921,13-Oct-20,Tuesday,20,MasterCard,PIN,£28,ATM,Gaming,USA,USA,USA,F,42.4,HSBC,0
#3141 393,13-Oct-20,Tuesday,5,MasterCard,PIN,£20,ATM,Products,USA,USA,United Kingdom,M,39.3,Metro,1
#3466 287,14-Oct-20,Wednesday,10,MasterCard,PIN,£25,ATM,Gaming,USA,USA,USA,M,29,RBS,0
#3354 878,14-Oct-20,Wednesday,8,MasterCard,PIN,£5,ATM,Entertainment,USA,USA,United Kingdom,F,53,Halifax,0
#2701 291,13-Oct-20,Tuesday,11,Visa,PIN,£29,ATM,Subscription,USA,USA,United Kingdom,M,60.1,RBS,0
#3147 584,14-Oct-20,Wednesday,10,Visa,PIN,£10,ATM,Children,USA,USA,USA,M,30.9,Barlcays,0
#3301 603,14-Oct-20,Wednesday,9,MasterCard,PIN,£365,ATM,Fashion,USA,USA,United Kingdom,M,44.4,Lloyds,0
#3367 448,14-Oct-20,Wednesday,20,Visa,PIN,£8,ATM,Products,USA,USA,USA,M,36.3,Barclays,0
#3467 404,13-Oct-20,Tuesday,14,MasterCard,PIN,£354,ATM,Children,USA,USA,United Kingdom,F,44.6,HSBC,0
#3623 246,14-Oct-20,Wednesday,22,MasterCard,PIN,£186,ATM,Subscription,USA,USA,USA,M,51.1,Monzo,0
#3591 694,14-Oct-20,Wednesday,22,MasterCard,PIN,£15,ATM,Food,USA,USA,USA,M,38.1,Metro,0
#2969 071,14-Oct-20,Wednesday,12,Visa,PIN,£7,ATM,Services,USA,USA,USA,F,31.5,RBS,0
#3604 281,14-Oct-20,Wednesday,8,MasterCard,PIN,£26,ATM,Gaming,USA,USA,USA,F,27.5,Metro,0
#2903 682,13-Oct-20,Tuesday,5,MasterCard,PIN,£69,ATM,Electronics,USA,USA,United Kingdom,F,36.6,RBS,1
#3272 260,14-Oct-20,Wednesday,22,MasterCard,PIN,£184,ATM,Services,USA,USA,USA,M,31.3,RBS,0
#3037 268,14-Oct-20,Wednesday,20,MasterCard,PIN,£13,ATM,Gaming,USA,USA,United Kingdom,F,54.9,Monzo,0
#3232 788,13-Oct-20,Tuesday,22,MasterCard,PIN,£199,ATM,Products,USA,USA,USA,M,35.2,RBS,0
#3133 051,13-Oct-20,Tuesday,18,Visa,PIN,£21,ATM,Children,USA,USA,USA,M,41.3,Metro,0
#3397 678,13-Oct-20,Tuesday,12,Visa,PIN,£21,ATM,Restaurant,USA,USA,USA,M,45.9,Metro,0
#3684 237,14-Oct-20,Wednesday,17,Visa,PIN,£26,ATM,Subscription,USA,USA,USA,M,66.5,Monzo,0
#2573 956,13-Oct-20,Tuesday,20,MasterCard,PIN,£133,ATM,Products,USA,USA,United Kingdom,F,36.1,Barclays,0
#2875 260,14-Oct-20,Wednesday,5,Visa,PIN,£29,ATM,Entertainment,USA,USA,United Kingdom,F,38.7,Barclays,1
#3015 674,13-Oct-20,Tuesday,8,Visa,PIN,£13,ATM,Services,USA,USA,USA,M,37.8,HSBC,0
#2704 405,14-Oct-20,Wednesday,9,Visa,PIN,£120,ATM,Products,USA,USA,USA,M,34,Barclays,0
#3068 981,14-Oct-20,Wednesday,6,Visa,PIN,£305,ATM,Services,USA,USA,United Kingdom,M,42.8,Barclays,1
#2665 275,14-Oct-20,Wednesday,13,MasterCard,PIN,£23,ATM,Entertainment,USA,United Kingdom,USA,M,63.9,Barclays,0
#2553 275,13-Oct-20,Tuesday,10,Visa,PIN,£60,ATM,Services,USA,USA,United Kingdom,M,45.5,Barclays,0
#3350 699,14-Oct-20,Wednesday,22,MasterCard,PIN,£21,ATM,Restaurant,USA,USA,USA,M,41.6,Monzo,0
#3262 454,14-Oct-20,Wednesday,14,Visa,PIN,£36,ATM,Children,USA,United Kingdom,USA,F,47.4,HSBC,0
#3247 637,13-Oct-20,Tuesday,13,Visa,PIN,£82,ATM,Food,USA,USA,USA,F,44.6,Monzo,0
#2886 154,14-Oct-20,Wednesday,7,Visa,PIN,£172,ATM,Entertainment,USA,USA,USA,M,43.5,Barclays,0
#3078 028,14-Oct-20,Wednesday,20,Visa,PIN,£343,ATM,Products,USA,USA,United Kingdom,M,64.1,Lloyds,0
#3086 153,14-Oct-20,Wednesday,11,MasterCard,PIN,£30,ATM,Electronics,USA,USA,USA,F,36,Metro,0
#3343 296,14-Oct-20,Wednesday,23,Visa,PIN,£13,ATM,Subscription,USA,USA,USA,F,57.8,Barlcays,0
#3404 470,13-Oct-20,Tuesday,21,Visa,PIN,£49,ATM,Food,USA,USA,USA,M,40.4,Halifax,0
#3159 842,13-Oct-20,Tuesday,11,Visa,PIN,£21,ATM,Electronics,USA,USA,USA,F,38.1,HSBC,0
#3220 331,14-Oct-20,Wednesday,19,Visa,PIN,£249,ATM,Restaurant,USA,USA,USA,F,46.7,Monzo,0
#3587 496,14-Oct-20,Wednesday,12,MasterCard,PIN,£25,ATM,Entertainment,USA,USA,USA,F,47.5,HSBC,0
#2733 342,14-Oct-20,Wednesday,11,Visa,PIN,£7,ATM,Electronics,USA,USA,USA,M,33.5,RBS,0
#3138 008,14-Oct-20,Wednesday,19,Visa,PIN,£123,ATM,Fashion,USA,USA,USA,F,44.1,RBS,0
#2886 531,13-Oct-20,Tuesday,7,Visa,PIN,£8,ATM,Restaurant,USA,USA,USA,M,51.5,HSBC,0
#3015 156,14-Oct-20,Wednesday,12,MasterCard,PIN,£395,ATM,Children,USA,USA,United Kingdom,M,66.2,Metro,1
#2854 817,14-Oct-20,Wednesday,12,MasterCard,PIN,£23,ATM,Food,USA,USA,USA,F,36.8,Monzo,0
#3457 401,13-Oct-20,Tuesday,11,Visa,PIN,£274,ATM,Products,USA,USA,USA,M,38.9,Lloyds,0
#3179 755,14-Oct-20,Wednesday,3,Visa,PIN,£11,ATM,Products,USA,USA,United Kingdom,M,32.5,Barclays,1
#2972 620,14-Oct-20,Wednesday,13,Visa,PIN,£18,ATM,Electronics,USA,USA,USA,F,52.6,Barlcays,0
#3627 334,14-Oct-20,Wednesday,21,MasterCard,PIN,£16,ATM,Electronics,USA,USA,USA,F,37.9,Lloyds,0
#2842 118,13-Oct-20,Tuesday,16,MasterCard,PIN,£15,ATM,Services,USA,USA,USA,F,35.2,Monzo,0
#3670 759,13-Oct-20,Tuesday,18,Visa,PIN,£18,ATM,Gaming,USA,USA,USA,F,62.1,Monzo,0
#3459 638,13-Oct-20,Tuesday,11,MasterCard,PIN,£124,ATM,Food,USA,USA,USA,M,38,Barclays,0
#2631 601,13-Oct-20,Tuesday,7,Visa,PIN,£358,ATM,Entertainment,USA,USA,USA,F,33.2,Barclays,0
#2696 749,13-Oct-20,Tuesday,8,Visa,PIN,£19,ATM,Services,USA,USA,USA,M,45.1,RBS,0
#3107 185,14-Oct-20,Wednesday,23,MasterCard,PIN,£15,ATM,Services,USA,USA,USA,M,58,Lloyds,0
#2769 653,13-Oct-20,Tuesday,21,Visa,PIN,£20,ATM,Gaming,USA,USA,USA,M,43.3,Barlcays,0
#3349 579,13-Oct-20,Tuesday,15,Visa,PIN,£26,ATM,Restaurant,USA,USA,United Kingdom,F,57,RBS,0
#3600 803,14-Oct-20,Wednesday,19,MasterCard,PIN,£17,ATM,Subscription,USA,USA,USA,M,34.6,Barlcays,0
#3023 861,14-Oct-20,Wednesday,15,MasterCard,PIN,£43,ATM,Food,USA,USA,USA,M,59.1,Lloyds,0
#3149 746,14-Oct-20,Wednesday,9,Visa,PIN,£30,ATM,Food,USA,USA,United Kingdom,F,39.1,Barclays,1
#2706 229,14-Oct-20,Wednesday,23,MasterCard,PIN,£29,ATM,Fashion,USA,USA,United Kingdom,F,37.9,Barclays,1
#3541 176,14-Oct-20,Wednesday,11,MasterCard,PIN,£7,ATM,Children,USA,USA,USA,M,65.8,Halifax,0
#3076 639,13-Oct-20,Tuesday,7,Visa,PIN,£21,ATM,Children,USA,USA,USA,F,47.8,Lloyds,0
#3236 251,13-Oct-20,Tuesday,15,MasterCard,PIN,£17,ATM,Products,USA,USA,USA,M,51.9,Barlcays,0
#2889 657,14-Oct-20,Wednesday,13,Visa,PIN,£247,ATM,Services,USA,USA,USA,M,57.9,Barclays,0
#3313 419,13-Oct-20,Tuesday,13,Visa,PIN,£143,ATM,Entertainment,USA,USA,USA,F,63.2,Metro,0
#3643 787,13-Oct-20,Tuesday,17,Visa,PIN,£57,ATM,Electronics,USA,USA,United Kingdom,M,34.1,Monzo,0
#3490 403,13-Oct-20,Tuesday,15,Visa,PIN,£143,ATM,Food,USA,USA,USA,F,59.7,Monzo,0
#3490 632,13-Oct-20,Tuesday,11,Visa,PIN,£20,ATM,Entertainment,USA,USA,USA,M,36.9,Metro,0
#2722 043,13-Oct-20,Tuesday,15,Visa,PIN,£102,ATM,Restaurant,USA,USA,United Kingdom,F,54.5,Halifax,0
#3279 765,14-Oct-20,Wednesday,20,Visa,PIN,£30,ATM,Products,USA,USA,USA,M,21.1,Barclays,0
#2712 529,13-Oct-20,Tuesday,13,Visa,PIN,£299,ATM,Entertainment,USA,USA,United Kingdom,M,51.1,Barclays,0
#3000 643,14-Oct-20,Wednesday,14,Visa,PIN,£290,ATM,Products,USA,USA,USA,M,53.9,HSBC,0
#3351 377,14-Oct-20,Wednesday,8,MasterCard,PIN,£21,ATM,Food,USA,USA,USA,F,31,RBS,0
#3515 379,13-Oct-20,Tuesday,4,Visa,PIN,£16,ATM,Children,USA,USA,United Kingdom,F,44.9,Barclays,1
#3242 198,14-Oct-20,Wednesday,17,MasterCard,PIN,£19,ATM,Subscription,USA,USA,USA,F,41.1,Barlcays,0
#2877 782,13-Oct-20,Tuesday,22,Visa,PIN,£131,ATM,Electronics,USA,USA,USA,F,27.7,HSBC,0
#2583 306,14-Oct-20,Wednesday,22,Visa,PIN,£11,ATM,Gaming,USA,USA,United Kingdom,F,54.2,Halifax,0
#3379 538,13-Oct-20,Tuesday,22,Visa,PIN,£22,ATM,Food,USA,USA,United Kingdom,F,44.4,HSBC,0
#3245 532,13-Oct-20,Tuesday,3,MasterCard,PIN,£27,ATM,Fashion,USA,USA,United Kingdom,M,21.2,Barclays,1
#3104 076,13-Oct-20,Tuesday,16,Visa,PIN,£11,ATM,Children,USA,USA,USA,M,33.7,Lloyds,0
#3506 460,13-Oct-20,Tuesday,21,MasterCard,PIN,£28,ATM,Subscription,USA,USA,USA,F,23.4,HSBC,0
#3123 492,13-Oct-20,Tuesday,7,MasterCard,PIN,£283,ATM,Services,USA,USA,United Kingdom,F,45.7,Barclays,0
#3127 329,14-Oct-20,Wednesday,8,Visa,PIN,£24,ATM,Products,USA,USA,United Kingdom,F,41.5,Barclays,0
#2611 744,14-Oct-20,Wednesday,19,MasterCard,PIN,£27,ATM,Children,USA,USA,USA,M,29.6,Barclays,0
#2552 244,13-Oct-20,Tuesday,12,Visa,PIN,£191,ATM,Entertainment,USA,USA,United Kingdom,F,51.8,RBS,0
#3553 007,13-Oct-20,Tuesday,22,MasterCard,PIN,£174,ATM,Entertainment,USA,USA,United Kingdom,F,42.8,Halifax,0
#3641 497,14-Oct-20,Wednesday,7,MasterCard,PIN,£27,ATM,Subscription,USA,USA,USA,M,53.3,Monzo,0
#3575 411,14-Oct-20,Wednesday,6,Visa,PIN,£392,ATM,Electronics,USA,USA,United Kingdom,M,36.7,Monzo,1
#3619 080,13-Oct-20,Tuesday,8,Visa,PIN,£114,ATM,Food,USA,USA,USA,F,27.2,Barlcays,0
#3375 899,13-Oct-20,Tuesday,15,MasterCard,PIN,£17,ATM,Products,USA,USA,USA,F,57.4,Monzo,0
#2940 765,13-Oct-20,Tuesday,10,Visa,PIN,£20,ATM,Electronics,USA,USA,USA,F,50.7,Metro,0
#3185 231,14-Oct-20,Wednesday,16,Visa,PIN,£21,ATM,Fashion,USA,USA,USA,M,47.1,Lloyds,0
#2850 569,13-Oct-20,Tuesday,0,MasterCard,PIN,£307,ATM,Children,USA,USA,United Kingdom,M,47.5,RBS,1
#2785 769,13-Oct-20,Tuesday,13,Visa,PIN,£303,ATM,Restaurant,USA,USA,USA,F,32.5,RBS,0
#3312 720,14-Oct-20,Wednesday,20,Visa,PIN,£6,ATM,Electronics,USA,USA,USA,M,53.4,Barclays,0
#3682 212,14-Oct-20,Wednesday,7,Visa,PIN,£318,ATM,Gaming,USA,USA,USA,M,41.8,Barclays,0
#3398 530,14-Oct-20,Wednesday,14,Visa,PIN,£28,ATM,Food,USA,USA,USA,M,42.2,Metro,0
#2954 013,14-Oct-20,Wednesday,21,MasterCard,PIN,£337,ATM,Subscription,USA,USA,USA,M,42.4,RBS,0
#2653 969,13-Oct-20,Tuesday,8,Visa,PIN,£56,ATM,Electronics,USA,USA,United Kingdom,M,48.8,RBS,0
#3411 831,14-Oct-20,Wednesday,13,MasterCard,PIN,£328,ATM,Food,USA,USA,USA,M,30.3,Halifax,0
#3294 338,14-Oct-20,Wednesday,12,Visa,PIN,£7,ATM,Food,USA,USA,United Kingdom,F,56.8,RBS,0
#2991 068,14-Oct-20,Wednesday,16,Visa,PIN,£358,ATM,Subscription,USA,USA,USA,M,54.6,Barlcays,0
#2915 544,14-Oct-20,Wednesday,16,MasterCard,PIN,£20,ATM,Gaming,USA,USA,USA,F,47.2,Barlcays,0
#2628 216,14-Oct-20,Wednesday,22,MasterCard,PIN,£200,ATM,Children,USA,USA,USA,M,54.8,Barclays,0
#2761 065,14-Oct-20,Wednesday,8,MasterCard,PIN,£79,ATM,Children,USA,United Kingdom,USA,F,41.7,Barlcays,0
#3029 039,14-Oct-20,Wednesday,8,MasterCard,PIN,£9,ATM,Children,USA,USA,USA,F,42.9,Barlcays,0
#2951 581,13-Oct-20,Tuesday,21,Visa,PIN,£9,ATM,Children,USA,USA,USA,F,41.5,RBS,0
#3479 804,14-Oct-20,Wednesday,5,Visa,PIN,£6,ATM,Restaurant,USA,USA,United Kingdom,F,45.3,Barclays,1
#3337 888,14-Oct-20,Wednesday,9,Visa,PIN,£28,ATM,Electronics,USA,USA,United Kingdom,F,39,Barclays,1
#3192 174,13-Oct-20,Tuesday,10,MasterCard,PIN,£19,ATM,Subscription,USA,USA,USA,F,40.6,Lloyds,0
#2682 997,14-Oct-20,Wednesday,9,MasterCard,PIN,£24,ATM,Gaming,USA,USA,United Kingdom,M,43,Barclays,1
#3480 453,14-Oct-20,Wednesday,8,MasterCard,PIN,£22,ATM,Entertainment,USA,USA,United Kingdom,F,42.3,Barclays,0
#2620 825,13-Oct-20,Tuesday,15,MasterCard,PIN,£102,ATM,Subscription,USA,United Kingdom,USA,M,45.8,HSBC,0
#3543 521,13-Oct-20,Tuesday,14,MasterCard,PIN,£19,ATM,Entertainment,USA,USA,USA,F,63.5,RBS,0
#3128 904,13-Oct-20,Tuesday,19,Visa,PIN,£21,ATM,Subscription,USA,USA,USA,M,46,Barclays,0
#2963 423,14-Oct-20,Wednesday,16,MasterCard,PIN,£8,ATM,Subscription,USA,USA,USA,M,36.6,Halifax,0
#2932 523,13-Oct-20,Tuesday,22,MasterCard,PIN,£22,ATM,Fashion,USA,USA,USA,F,30.6,Lloyds,0
#2832 910,14-Oct-20,Wednesday,21,Visa,PIN,£235,ATM,Food,USA,USA,USA,F,49.4,HSBC,0
#2916 973,13-Oct-20,Tuesday,14,MasterCard,PIN,£29,ATM,Products,USA,USA,USA,F,45.8,Lloyds,0
#2969 078,13-Oct-20,Tuesday,11,Visa,PIN,£25,ATM,Entertainment,USA,USA,United Kingdom,F,46.3,HSBC,0
#3532 498,14-Oct-20,Wednesday,12,Visa,PIN,£25,ATM,Children,USA,USA,USA,F,39.4,Metro,0
#3352 215,13-Oct-20,Tuesday,16,Visa,PIN,£32,ATM,Entertainment,USA,USA,United Kingdom,M,59.8,Halifax,0
#3532 078,14-Oct-20,Wednesday,16,MasterCard,PIN,£22,ATM,Products,USA,USA,USA,M,37.2,Barclays,0
#3407 935,14-Oct-20,Wednesday,1,MasterCard,PIN,£97,ATM,Fashion,USA,USA,United Kingdom,M,41.2,Monzo,1
#3634 908,14-Oct-20,Wednesday,21,Visa,PIN,£391,ATM,Products,USA,USA,United Kingdom,F,52.5,Barlcays,0
#3599 638,13-Oct-20,Tuesday,15,MasterCard,PIN,£96,ATM,Subscription,USA,USA,USA,F,27.2,Halifax,0
#2851 437,13-Oct-20,Tuesday,15,Visa,PIN,£24,ATM,Children,USA,USA,USA,F,45.8,Metro,0
#3159 001,13-Oct-20,Tuesday,22,MasterCard,PIN,£5,ATM,Entertainment,USA,USA,USA,F,48.2,Barlcays,0
#2670 352,14-Oct-20,Wednesday,6,Visa,PIN,£290,ATM,Gaming,USA,USA,United Kingdom,M,41.8,Barlcays,1
#3344 806,13-Oct-20,Tuesday,21,MasterCard,PIN,£134,ATM,Electronics,USA,USA,USA,M,50.7,Metro,0
#3370 636,13-Oct-20,Tuesday,20,MasterCard,PIN,£23,ATM,Gaming,USA,USA,United Kingdom,M,45.2,Barclays,0
#2848 442,13-Oct-20,Tuesday,11,Visa,PIN,£207,ATM,Electronics,USA,USA,United Kingdom,M,45.5,Metro,0
#2968 539,14-Oct-20,Wednesday,11,Visa,PIN,£101,ATM,Subscription,USA,USA,USA,M,47.1,Metro,0
#2622 808,14-Oct-20,Wednesday,15,MasterCard,PIN,£275,ATM,Children,USA,USA,United Kingdom,F,45.2,Barclays,0
#3638 662,13-Oct-20,Tuesday,13,Visa,PIN,£227,ATM,Services,USA,USA,United Kingdom,F,39.1,Halifax,0
#3529 753,14-Oct-20,Wednesday,14,Visa,PIN,£292,ATM,Subscription,USA,USA,USA,M,47,Metro,0
#3556 297,14-Oct-20,Wednesday,21,Visa,PIN,£19,ATM,Restaurant,USA,USA,USA,M,39.7,Barclays,0
#3446 349,13-Oct-20,Tuesday,17,MasterCard,PIN,£198,ATM,Services,USA,USA,USA,M,52.4,Monzo,0
#2589 900,13-Oct-20,Tuesday,15,MasterCard,PIN,£28,ATM,Services,USA,USA,USA,F,39.9,Metro,0
#2999 921,13-Oct-20,Tuesday,18,Visa,PIN,£217,ATM,Food,USA,USA,USA,F,38.9,Monzo,0
#3331 144,13-Oct-20,Tuesday,1,MasterCard,PIN,£7,ATM,Children,USA,USA,United Kingdom,M,39.8,RBS,1
#3520 617,13-Oct-20,Tuesday,14,Visa,PIN,£19,ATM,Restaurant,USA,USA,United Kingdom,M,40.4,Barclays,1
#2613 730,13-Oct-20,Tuesday,22,Visa,PIN,£6,ATM,Subscription,USA,USA,United Kingdom,M,49.1,HSBC,1
#3382 789,14-Oct-20,Wednesday,14,Visa,PIN,£171,ATM,Food,USA,USA,United Kingdom,M,41.3,RBS,0
#3397 138,14-Oct-20,Wednesday,19,Visa,PIN,£338,ATM,Electronics,USA,USA,USA,M,52.4,Lloyds,0
#3619 998,13-Oct-20,Tuesday,6,MasterCard,PIN,£5,ATM,Electronics,USA,USA,United Kingdom,M,51.5,Lloyds,1
#3230 265,14-Oct-20,Wednesday,18,Visa,PIN,£48,ATM,Electronics,USA,USA,USA,F,46.6,Barclays,0
#2816 028,14-Oct-20,Wednesday,10,MasterCard,PIN,£10,ATM,Subscription,USA,USA,USA,F,42.5,Monzo,0
#2848 668,14-Oct-20,Wednesday,6,MasterCard,PIN,£15,ATM,Services,USA,USA,United Kingdom,M,43.6,Metro,1
#3435 917,13-Oct-20,Tuesday,19,Visa,PIN,£10,ATM,Products,USA,USA,USA,M,42.8,Halifax,0
#3579 910,13-Oct-20,Tuesday,8,Visa,PIN,£351,ATM,Subscription,USA,USA,USA,F,61.3,Barclays,0
#3279 036,13-Oct-20,Tuesday,13,MasterCard,PIN,£358,ATM,Fashion,USA,USA,USA,F,48,Lloyds,0
#3153 997,14-Oct-20,Wednesday,23,Visa,PIN,£168,ATM,Entertainment,USA,USA,USA,F,47.7,Barclays,0
#3306 170,14-Oct-20,Wednesday,19,MasterCard,PIN,£365,ATM,Services,USA,USA,USA,F,29.9,Lloyds,0
#2566 839,14-Oct-20,Wednesday,7,Visa,PIN,£70,ATM,Electronics,USA,USA,United Kingdom,M,29.9,Barlcays,0
#2979 691,14-Oct-20,Wednesday,10,Visa,PIN,£7,ATM,Services,USA,USA,USA,M,41.6,Barlcays,0
#3319 457,14-Oct-20,Wednesday,22,Visa,PIN,£127,ATM,Food,USA,USA,United Kingdom,F,42.5,Halifax,0
#2958 593,13-Oct-20,Tuesday,13,Visa,PIN,£253,ATM,Fashion,USA,USA,USA,M,48,Barclays,0
#3609 760,14-Oct-20,Wednesday,12,Visa,PIN,£69,ATM,Food,USA,USA,USA,F,29.5,Barclays,0
